hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	in_omim	in_panelapp_uk
HGNC:171	ACVR1	activin A receptor type 1	protein-coding gene	gene with protein product	Approved	2q24.1	02q24.1	SKR1|ALK2|ACVR1A		ACVRLK2	activin A receptor, type I	Type 1 receptor serine/threonine kinases	345	1994-01-10		2016-03-07	2023-01-20	90	ENSG00000115170	OTTHUMG00000131967	uc010fog.3		NM_001105	CCDS2206	Q04771	8397373	True	True
HGNC:172	ACVR1B	activin A receptor type 1B	protein-coding gene	gene with protein product	Approved	12q13.13	12q13.13	ALK4|SKR2|ActRIB		ACVRLK4	activin A receptor, type IB	Type 1 receptor serine/threonine kinases	345	1994-12-12		2016-03-07	2023-01-20	91	ENSG00000135503	OTTHUMG00000167920	uc001rzn.4		NM_020328		P36896	8397373	True	False
HGNC:174	ACVR2B	activin A receptor type 2B	protein-coding gene	gene with protein product	Approved	3p22.2	03p22.2	ActR-IIB			activin A receptor, type IIB	Type 2 receptor serine/threonine kinases	346	1997-03-19		2016-03-07	2023-01-20	93	ENSG00000114739	OTTHUMG00000131291	uc003cif.4	X77533	NM_001106	CCDS2679	Q13705	8161782|9621519	True	True
HGNC:175	ACVRL1	activin A receptor like type 1	protein-coding gene	gene with protein product	Approved	12q13.13	12q13.13	HHT2|ALK1|HHT	activin receptor-like kinase 1	ACVRLK1|ORW2	activin A receptor type II-like 1|activin A receptor type IL	Type 1 receptor serine/threonine kinases	345	1994-12-12		2016-03-07	2023-01-20	94	ENSG00000139567	OTTHUMG00000169507	uc001rzj.4	L17075	NM_000020	CCDS31804	P37023	8397373|8640225|22718755	True	True
HGNC:177	ACY1	aminoacylase 1	protein-coding gene	gene with protein product	Approved	3p21.2	03p21.2					M20 metallopeptidases	1443	1986-01-01			2023-01-20	95	ENSG00000243989	OTTHUMG00000157815	uc003dcp.4	L07548	NM_000666		Q03154	1707030|6948533	True	True
HGNC:186	ADA	adenosine deaminase	protein-coding gene	gene with protein product	Approved	20q13.12	20q13.12	ADA1				Adenosine deaminase family	1302	1986-01-01			2024-08-23	100	ENSG00000196839	OTTHUMG00000033081	uc002xmj.4	X02994	NM_000022		P00813	6198240|6090454	True	True
HGNC:1839	ADA2	adenosine deaminase 2	protein-coding gene	gene with protein product	Approved	22q11.1	22q11.1	ADGF		IDGFL|CECR1	cat eye syndrome chromosome region, candidate 1	Adenosine deaminase family	1302	1999-12-09	2017-02-16	2017-02-16	2024-07-15	51816	ENSG00000093072	OTTHUMG00000030726	uc062bga.1	AF190746	NM_001282225		Q9NZK5	10756095|27663683	True	True
HGNC:216	ADAM9	ADAM metallopeptidase domain 9	protein-coding gene	gene with protein product	Approved	8p11.22	08p11.22	MDC9|KIAA0021|MCMP|Mltng	meltrin gamma	CORD9	a disintegrin and metalloproteinase domain 9 (meltrin gamma)|cone rod dystrophy 9	ADAM metallopeptidase domain containing	47	1998-12-01		2010-06-24	2023-03-15	8754	ENSG00000168615	OTTHUMG00000159783	uc003xmr.4	U41766	NM_003816	CCDS6112	Q13443	8647900|11581183|19409519	True	True
HGNC:188	ADAM10	ADAM metallopeptidase domain 10	protein-coding gene	gene with protein product	Approved	15q21.3	15q21.3	kuz|MADM|HsT18717|CD156C			a disintegrin and metalloproteinase domain 10	ADAM metallopeptidase domain containing|CD molecules	47|471	1997-03-21		2005-08-18	2023-01-20	102	ENSG00000137845	OTTHUMG00000132633	uc002afd.3	AF009615	NM_001110	CCDS10167	O14672	9344679|9441766	True	True
HGNC:195	ADAM17	ADAM metallopeptidase domain 17	protein-coding gene	gene with protein product	Approved	2p25.1	02p25.1	cSVP|CD156B	cartilage snake venom-like protease|TNF-alpha convertase enzyme|a disintegrin and metalloproteinase 17	TACE	tumor necrosis factor, alpha, converting enzyme	ADAM metallopeptidase domain containing|CD molecules	47|471	1997-04-10		2008-07-31	2023-01-20	6868	ENSG00000151694	OTTHUMG00000090425	uc002qzu.5	U69611	NM_001382777	CCDS1665	P78536	9034190|9574564	False	True
HGNC:201	ADAM22	ADAM metallopeptidase domain 22	protein-coding gene	gene with protein product	Approved	7q21.12	07q21.12	MDC2	metalloproteinase-like, disintegrin-like, and cysteine-rich protein 2		a disintegrin and metalloproteinase domain 22	ADAM metallopeptidase domain containing	47	1998-12-01		2005-08-18	2023-01-20	53616	ENSG00000008277	OTTHUMG00000137417	uc003ujn.4	AB009671	NM_021723		Q9P0K1	9693107|10524237	True	True
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	protein-coding gene	gene with protein product	Approved	5q35.3	05q35.3	ADAMTS-3|hPCPNI|PCINP|ADAM-TS2|NPI	procollagen I N-proteinase|procollagen N-endopeptidase		a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 2	ADAM metallopeptidases with thrombospondin type 1 motif	50	1999-04-15		2015-11-09	2023-01-20	9509	ENSG00000087116	OTTHUMG00000130915	uc003mjw.3	AJ003125	NM_014244		O95450	10094461|15373769	True	True
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	protein-coding gene	gene with protein product	Approved	4q13.3	04q13.3	KIAA0366|ADAMTS-4			a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 3	ADAM metallopeptidases with thrombospondin type 1 motif	50	1999-04-15		2015-11-09	2023-01-20	9508	ENSG00000156140	OTTHUMG00000129912	uc003hgk.2	AB002364	NM_014243	CCDS3553	O15072	10094461	True	True
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	protein-coding gene	gene with protein product	Approved	3p14.1	03p14.1	KIAA1312			a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 9	ADAM metallopeptidases with thrombospondin type 1 motif	50	2000-11-27		2015-11-09	2023-01-20	56999	ENSG00000163638	OTTHUMG00000158722	uc003dmg.4	AF261918	NM_001318781		Q9P2N4	10936055	False	True
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	protein-coding gene	gene with protein product	Approved	19p13.2	19p13.2	ADAM-TS10			a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 10	ADAM metallopeptidases with thrombospondin type 1 motif	50	2001-04-05		2015-11-09	2023-01-20	81794	ENSG00000142303	OTTHUMG00000182216	uc002mkj.3	AF163762	NM_030957	CCDS12206|CCDS62529	Q9H324	15355968|15368195	True	True
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	protein-coding gene	gene with protein product	Approved	9q34.2	09q34.2	VWFCP|TTP|vWF-CP|FLJ42993|MGC118899|MGC118900|DKFZp434C2322		C9orf8	a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 13	ADAM metallopeptidases with thrombospondin type 1 motif	50	1999-08-23	2001-09-21	2015-11-09	2023-03-15	11093	ENSG00000160323	OTTHUMG00000020876	uc004cdv.6	AJ011374	NM_139025	CCDS6970|CCDS6971|CCDS6972	Q76LX8	11557746|11535495	True	True
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	protein-coding gene	gene with protein product	Approved	11q24.3	11q24.3				a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 15	ADAM metallopeptidases with thrombospondin type 1 motif	50	2002-02-13		2015-11-09	2023-01-20	170689	ENSG00000166106	OTTHUMG00000165657	uc010scd.3	AJ315733	NM_139055	CCDS8488	Q8TE58	11867212	True	True
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	protein-coding gene	gene with protein product	Approved	15q26.3	15q26.3	FLJ32769|FLJ16363			a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 17	ADAM metallopeptidases with thrombospondin type 1 motif	50	2002-02-13		2015-11-09	2023-01-20	170691	ENSG00000140470	OTTHUMG00000149867	uc002bvv.2	AJ315735	NM_139057	CCDS10383	Q8TE56	11867212	True	True
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	protein-coding gene	gene with protein product	Approved	16q23.1	16q23.1			ADAMTS21	a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 18	ADAM metallopeptidases with thrombospondin type 1 motif	50	2002-02-13		2015-11-09	2023-01-20	170692	ENSG00000140873	OTTHUMG00000137619	uc002ffc.4	AJ311903	NM_001326358	CCDS10926	Q8TE60	11867212|17546048	True	True
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	protein-coding gene	gene with protein product	Approved	5q23.3	05q23.3				a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 19	ADAM metallopeptidases with thrombospondin type 1 motif	50	2002-03-05		2015-11-09	2023-01-20	171019	ENSG00000145808	OTTHUMG00000128990	uc003kvb.2	AJ311904	NM_133638	CCDS4146	Q8TE59	11867212	True	True
HGNC:14631	ADAMTSL2	ADAMTS like 2	protein-coding gene	gene with protein product	Approved	9q34.2	09q34.2	KIAA0605				ADAMTS like	947	2005-01-12		2015-11-09	2023-01-20	9719	ENSG00000197859	OTTHUMG00000131706	uc011mdl.2	AB011177	NM_014694	CCDS6976	Q86TH1	9628581|14667842	True	True
HGNC:19706	ADAMTSL4	ADAMTS like 4	protein-coding gene	gene with protein product	Approved	1q21.2	01q21.2	DKFZP434K1772		TSRC1	thrombospondin repeat containing 1	ADAMTS like|MicroRNA protein coding host genes	947|1691	2003-06-02	2005-12-01	2015-11-09	2023-01-20	54507	ENSG00000143382	OTTHUMG00000034863	uc001eux.5	BC027478	NM_019032		Q6UY14	12706885	True	True
HGNC:225	ADAR	adenosine deaminase RNA specific	protein-coding gene	gene with protein product	Approved	1q21.3	01q21.3	ADAR1|DRADA	Double-stranded RNA-specific adenosine deaminase	IFI4|G1P1	interferon-induced protein 4	Adenosine deaminases acting on RNA	1303	1995-12-12		2019-01-18	2023-03-15	103	ENSG00000160710	OTTHUMG00000037261	uc001ffh.4	BC038227	NM_001111		P55265	7972084	True	True
HGNC:226	ADARB1	adenosine deaminase RNA specific B1	protein-coding gene	gene with protein product	Approved	21q22.3	21q22.3	ADAR2|DRADA2|ADAR2g|DRABA2|RED1|hRED1|ADAR2a-L1|ADAR2a-L2|ADAR2a-L3|ADAR2a|ADAR2b|ADAR2c|ADAR2d	RED1 homolog (rat)		adenosine deaminase, RNA-specific, B1 (homolog of rat RED1)	Adenosine deaminases acting on RNA	1303	1996-10-02		2019-01-18	2023-03-15	104	ENSG00000197381	OTTHUMG00000090295	uc002zgt.3	U76420	NM_015833		P78563	9143496|14759252	True	True
HGNC:25151	ADAT3	adenosine deaminase tRNA specific 3	protein-coding gene	gene with protein product	Approved	19p13.3	19p13.3	TAD3	tRNA-specific adenosine deaminase 3 homolog (S. cerevisiae)		adenosine deaminase, tRNA-specific 3, TAD3 homolog (S. cerevisiae)	Adenosine deaminases acting on RNA	1303	2007-08-16		2019-01-18	2024-08-23	113179	ENSG00000213638	OTTHUMG00000154591	uc002luh.5	BC011824	NM_138422	CCDS12076	Q96EY9	12457566	True	True
HGNC:234	ADCY3	adenylate cyclase 3	protein-coding gene	gene with protein product	Approved	2p23.3	02p23.3	AC3				Adenylate cyclases	53	1994-07-22			2023-01-20	109	ENSG00000138031	OTTHUMG00000094765	uc002rfs.5	AF033861	NM_001320613	CCDS1715|CCDS82424	O60266	9920776	False	True
HGNC:236	ADCY5	adenylate cyclase 5	protein-coding gene	gene with protein product	Approved	3q21.1	03q21.1	AC5				Adenylate cyclases	53	1994-07-22			2023-01-20	111	ENSG00000173175	OTTHUMG00000159517	uc003egh.3	U65473	NM_183357	CCDS3022|CCDS56274|CCDS93353	O95622	10481931	True	True
HGNC:237	ADCY6	adenylate cyclase 6	protein-coding gene	gene with protein product	Approved	12q13.12	12q13.12	AC6				Adenylate cyclases|MicroRNA protein coding host genes	53|1691	1994-07-22			2023-01-20	112	ENSG00000174233	OTTHUMG00000170396	uc001rsh.5		NM_020983	CCDS8767|CCDS8768	O43306	24319099	True	True
HGNC:243	ADD1	adducin 1	protein-coding gene	gene with protein product	Approved	4p16.3	04p16.3		alpha-adducin		adducin 1 (alpha)	Adducin family	2050	1992-10-19		2015-11-23	2023-01-20	118	ENSG00000087274	OTTHUMG00000122080	uc003gfq.4	L07261	NM_014189		P35611	1840603	False	True
HGNC:245	ADD3	adducin 3	protein-coding gene	gene with protein product	Approved	10q25.1-q25.2	10q25.1-q25.2		gamma-adducin	ADDL	adducin 3 (gamma)	Adducin family	2050	1997-04-10		2015-11-23	2023-01-20	120	ENSG00000148700	OTTHUMG00000019032	uc001kyv.4	U37122	NM_019903	CCDS7561|CCDS7562	Q9UEY8	8893809	True	True
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2	protein-coding gene	gene with protein product	Approved	19p13.12	19p13.12	CD312		EMR2	egf-like module containing, mucin-like, hormone receptor-like sequence 2|egf-like module containing, mucin-like, hormone receptor-like 2	CD molecules|Adhesion G protein-coupled receptors, subfamily E	471|915	2000-03-14	2015-03-03	2015-03-03	2023-03-15	30817	ENSG00000127507	OTTHUMG00000183408		AF114491	NM_001271052		Q9UHX3	25713288	True	False
HGNC:4512	ADGRG1	adhesion G protein-coupled receptor G1	protein-coding gene	gene with protein product	Approved	16q21	16q21	TM7LN4|TM7XN1		GPR56	G protein-coupled receptor 56	Adhesion G protein-coupled receptors, subfamily G	917	1998-10-12	2015-03-03	2015-03-03	2023-01-20	9289	ENSG00000205336	OTTHUMG00000176742		AJ011001	NM_001145770		Q9Y653	10049584|10100861|25713288	True	True
HGNC:4516	ADGRG2	adhesion G protein-coupled receptor G2	protein-coding gene	gene with protein product	Approved	Xp22.13	Xp22.13	HE6|TM7LN2|EDDM6	epididymal protein 6	GPR64	G protein-coupled receptor 64	Adhesion G protein-coupled receptors, subfamily G	917	1999-10-22	2015-03-03	2015-03-03	2023-01-20	10149	ENSG00000173698	OTTHUMG00000021223		X81892	NM_001079858		Q8IZP9	9739419|9150425|25713288	True	False
HGNC:13841	ADGRG6	adhesion G protein-coupled receptor G6	protein-coding gene	gene with protein product	Approved	6q24.2	06q24.2	FLJ14937		GPR126	G protein-coupled receptor 126	Adhesion G protein-coupled receptors, subfamily G	917	2003-02-25	2015-03-03	2015-03-03	2023-01-20	57211	ENSG00000112414	OTTHUMG00000015709		AK027843	NM_001032394		Q86SQ4	12565841|25118328|25713288	True	True
HGNC:20973	ADGRL1	adhesion G protein-coupled receptor L1	protein-coding gene	gene with protein product	Approved	19p13.12	19p13.12	KIAA0821|CIRL1|LEC2	calcium-independent alpha-latrotoxin receptor 1	LPHN1	latrophilin 1	Adhesion G protein-coupled receptors, subfamily L|Olfactomedin domain containing 	918|2314	2003-04-25	2015-03-03	2015-03-03	2023-10-10	22859	ENSG00000072071	OTTHUMG00000182138		AB020628	NM_014921		O94910	10994649|25713288|35907405	True	True
HGNC:17416	ADGRV1	adhesion G protein-coupled receptor V1	protein-coding gene	gene with protein product	Approved	5q14.3	05q14.3	DKFZp761P0710|KIAA0686|FEB4|VLGR1		USH2C|MASS1|GPR98	monogenic, audiogenic seizure susceptibility 1 homolog (mouse)|G protein-coupled receptor 98	Adhesion G protein-coupled receptors, subfamily V|USH2 complex 	919|1244	2002-09-17	2015-03-03	2015-03-03	2023-01-20	84059	ENSG00000164199	OTTHUMG00000162668		AB014586	NM_032119	CCDS47246	Q8WXG9	10976914|14740321|25713288	True	True
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	protein-coding gene	gene with protein product	Approved	4q23	04q23	ADH-3|ADHX|GSNOR	S-nitrosoglutathione reductase	FDH	formaldehyde dehydrogenase	Alcohol dehydrogenases	397	1986-01-01		2003-06-19	2023-01-20	128	ENSG00000197894	OTTHUMG00000161230	uc003hui.5	M29872	NM_000671	CCDS47111	P11766	1446828|6424546	True	False
HGNC:13633	ADIPOQ	adiponectin, C1Q and collagen domain containing	protein-coding gene	gene with protein product	Approved	3q27.3	03q27.3	ACRP30|apM1|GBP28|adiponectin	adipose most abundant gene transcript 1|adiponectin precursor	ACDC	adipocyte, C1Q and collagen domain containing	C1q and TNF related 	1372	2004-02-26	2005-01-27	2005-01-24	2023-01-20	9370	ENSG00000181092	OTTHUMG00000156521	uc003fra.4	D45371	NM_004797	CCDS3284	Q15848	7592907|8631877	True	False
HGNC:257	ADK	adenosine kinase	protein-coding gene	gene with protein product	Approved	10q22.2	10q22.2	AK	adenosine 5'-phosphotransferase					1986-01-01			2025-01-10	132	ENSG00000156110	OTTHUMG00000018506	uc001jwi.4	U50196	NM_006721		P55263	8577746	True	True
HGNC:15766	ADNP	activity dependent neuroprotector homeobox	protein-coding gene	gene with protein product	Approved	20q13.13	20q13.13	KIAA0784|ADNP1	ADNP homeobox 1|activity-dependent neuroprotective protein		activity-dependent neuroprotector	Zinc fingers C2H2-type|ZF class homeoboxes and pseudogenes	28|529	2001-05-31		2016-06-08	2023-01-20	23394	ENSG00000101126	OTTHUMG00000032737	uc002xvt.3	AF250860	NM_181442	CCDS13433	Q9H2P0	9872452|11013255	True	True
HGNC:21304	ADPRS	ADP-ribosylserine hydrolase	protein-coding gene	gene with protein product	Approved	1p34.3	01p34.3	ARH3|FLJ20446	ADP-ribosylarginine hydrolase like 2	ADPRHL2	ADP-ribosylhydrolase like 2			2003-06-19	2019-11-01	2019-11-01	2023-01-20	54936	ENSG00000116863	OTTHUMG00000007628	uc001bzt.4	AJ427295	NM_017825	CCDS402	Q9NX46	12070318|16278211|30472116	True	True
HGNC:286	ADRB2	adrenoceptor beta 2	protein-coding gene	gene with protein product	Approved	5q32	05q32	ADRBR|BAR|B2AR|ARB2		ADRB2R	adrenergic, beta-2-, receptor, surface|adrenoceptor beta 2, surface	Adrenoceptors	169	1990-09-10		2015-11-26	2023-08-18	154	ENSG00000169252	OTTHUMG00000129933	uc003lpr.3	AF022953	NM_000024	CCDS4292	P07550	7583452|20215008	True	False
HGNC:291	ADSL	adenylosuccinate lyase	protein-coding gene	gene with protein product	Approved	22q13.1	22q13.1					Purinosome	1569	1986-01-01			2023-01-20	158	ENSG00000239900	OTTHUMG00000166425	uc003ayp.5	X65867	NM_000026		P30566	8404037	True	True
HGNC:20093	ADSS1	adenylosuccinate synthase 1	protein-coding gene	gene with protein product	Approved	14q32.33	14q32.33	FLJ38602		ADSSL1	adenylosuccinate synthase like 1			2002-12-17	2019-07-11	2019-07-11	2023-01-20	122622	ENSG00000185100	OTTHUMG00000170818	uc001ypd.5	AK095921	NM_001320424	CCDS9990|CCDS9991	Q8N142	15786719|26506222	True	True
HGNC:303	AEBP1	AE binding protein 1	protein-coding gene	gene with protein product	Approved	7p13	07p13	ACLP	aortic carboxypeptidase-like protein|adipocyte enhancer binding protein 1		AE-binding protein 1	M14 carboxypeptidases|MicroRNA protein coding host genes	1321|1691	1998-03-06		2001-11-28	2023-01-20	165	ENSG00000106624	OTTHUMG00000023362	uc003tkb.5	D86479	NM_001129	CCDS5476	Q8IUX7	8920928	True	True
HGNC:3776	AFF2	ALF transcription elongation factor 2	protein-coding gene	gene with protein product	Approved	Xq28	Xq28	FRAXE		FMR2	fragile X mental retardation 2|AF4/FMR2 family, member 2|AF4/FMR2 family member 2	AF4/FMR2 family|Super elongation complex	1145|1280	2005-06-27		2022-06-14	2023-01-20	2334	ENSG00000155966	OTTHUMG00000022613	uc004fcp.3	U48436	NM_002025		P51816	22065534	True	True
HGNC:6473	AFF3	ALF transcription elongation factor 3	protein-coding gene	gene with protein product	Approved	2q11.2	02q11.2	MLLT2-like		LAF4	lymphoid nuclear protein related to AF4|AF4/FMR2 family, member 3|AF4/FMR2 family member 3	AF4/FMR2 family|Super elongation complex	1145|1280	1998-03-27	2005-06-27	2022-06-14	2023-01-20	3899	ENSG00000144218	OTTHUMG00000153011	uc002tah.2	U34360	NM_002285		P51826	8662235|8555498	True	True
HGNC:17869	AFF4	ALF transcription elongation factor 4	protein-coding gene	gene with protein product	Approved	5q31.1	05q31.1	AF5Q31|MCEF	ALL1 fused gene from 5q31		AF4/FMR2 family, member 4|AF4/FMR2 family member 4	AF4/FMR2 family|Super elongation complex	1145|1280	2005-06-27		2022-06-14	2023-01-20	27125	ENSG00000072364	OTTHUMG00000059838	uc003kyd.4	AF197927	NM_014423	CCDS4164	Q9UHB7	10588740	True	True
HGNC:18119	AFG2A	AFG2 AAA ATPase homolog A	protein-coding gene	gene with protein product	Approved	4q28.1	04q28.1	SPAF|AFG2	ATPase family gene 2 homolog (S. cerevisiae)	SPATA5	spermatogenesis associated 5	AAA ATPases	413	2002-02-04	2023-03-20	2023-03-20	2023-03-20	166378	ENSG00000145375	OTTHUMG00000133074	uc003iez.5	AF361489	NM_145207	CCDS3730	Q8NB90	16465403	True	True
HGNC:28762	AFG2B	AFG2 AAA ATPase homolog B	protein-coding gene	gene with protein product	Approved	15q21.1	15q21.1	MGC5347|FLJ12286		SPATA5L1	spermatogenesis associated 5 like 1	AAA ATPases	413	2004-03-16	2023-03-20	2023-03-20	2023-03-20	79029	ENSG00000171763	OTTHUMG00000131425	uc001zve.4	AK023232	NM_024063		Q9BVQ7	34626583	True	True
HGNC:315	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	protein-coding gene	gene with protein product	Approved	18p11.21	18p11.21	SPAX5		SCA28	AFG3 (ATPase family gene 3, yeast)-like 2|spinocerebellar ataxia 28|AFG3 ATPase family member 3-like 2 (S. cerevisiae)|AFG3 like AAA ATPase 2	AAA ATPases	413	1999-07-13		2016-02-26	2023-01-20	10939	ENSG00000141385	OTTHUMG00000131695	uc002kqz.3	Y18314	NM_006796	CCDS11859	Q9Y4W6	10395799|18769991	True	True
